material_id,formula,composition,structure,band_gap,functional
mp-1245819,ReMoN3,Re1 Mo1 N3,"Full Formula (Re4 Mo4 N12)
Reduced Formula: ReMoN3
abc   :   9.329231   5.603791   8.559348
angles: 109.222021  90.608482 122.615255
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Re    0.35139   0.345143  0.046776         0
  1  Re    0.64861   0.654857  0.953224         0
  2  Re    0.656259  0.634301  0.567723        -0
  3  Re    0.343741  0.365699  0.432277         0
  4  Mo    0.070482  0.33107   0.565275         0
  5  Mo    0.929518  0.66893   0.434725         0
  6  Mo    0.740075  0.045358  0.302546         0
  7  Mo    0.259925  0.954642  0.697453         0
  8  N     0.817927  0.921542  0.462914        -0
  9  N     0.182073  0.078458  0.537086        -0
 10  N     0.911615  0.386614  0.242288        -0
 11  N     0.088385  0.613386  0.757712        -0
 12  N     0.707181  0.331401  0.478046        -0
 13  N     0.292819  0.668599  0.521954        -0
 14  N     0.707956  0.842959  0.795325        -0
 15  N     0.292044  0.157041  0.204675        -0
 16  N     0.827343  0.783441  0.104687        -0
 17  N     0.172657  0.216559  0.895313        -0
 18  N     0.472569  0.207674  0.890496        -0
 19  N     0.527431  0.792326  0.109504        -0",0.0,GGA Static
mp-573051,ReO3F,Re1 O3 F1,"Full Formula (Re6 O18 F6)
Reduced Formula: ReO3F
abc   :   6.085014   6.809657  10.474869
angles:  89.747070  90.000000  90.000000
pbc   :       True       True       True
Sites (30)
  #  SP           a          b         c    magmom
---  ----  --------  ---------  --------  --------
  0  Re    0.048023  -0         0.25            -0
  1  Re    0.283865   0.334499  0.638256         0
  2  Re    0.951977  -0         0.75            -0
  3  Re    0.716135   0.334499  0.138256         0
  4  Re    0.716135   0.665501  0.361744         0
  5  Re    0.283865   0.665501  0.861744         0
  6  O     0.219145   0.8532    0.165606        -0
  7  O     0.756777   0.516496  0.489715        -0
  8  O     0.780855   0.1468    0.834394        -0
  9  O     0.962269   0.833116  0.387236         0
 10  O     0.496402   0.188928  0.594169         0
 11  O     0.219145   0.1468    0.334394        -0
 12  O     0.554854   0.5       0.25            -0
 13  O     0.037731   0.166884  0.612764         0
 14  O     0.243223   0.483504  0.510285        -0
 15  O     0.496402   0.811072  0.905831         0
 16  O     0.962269   0.166884  0.112764         0
 17  O     0.503598   0.811072  0.405831         0
 18  O     0.445146   0.5       0.75            -0
 19  O     0.756777   0.483504  0.010285        -0
 20  O     0.780855   0.8532    0.665606        -0
 21  O     0.037731   0.833116  0.887236         0
 22  O     0.243223   0.516496  0.989715        -0
 23  O     0.503598   0.188928  0.094169         0
 24  F     0.949193   0.5       0.25            -0
 25  F     0.050807   0.5       0.75            -0
 26  F     0.765361   0.166295  0.311252         0
 27  F     0.234639   0.833705  0.688748         0
 28  F     0.765361   0.833705  0.188748         0
 29  F     0.234639   0.166295  0.811252         0",3.0068,GGA Static
mp-974511,ReSbO3,Re1 Sb1 O3,"Full Formula (Re1 Sb1 O3)
Reduced Formula: ReSbO3
abc   :   3.990574   3.990574   3.990574
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Re    0.5  0.5  0.5     0.002
  1  Sb    0    0    0       0.002
  2  O     0.5  0.5  0       0
  3  O     0.5  0    0.5     0
  4  O     0    0.5  0.5     0",0.0,GGA Static
mp-974505,ReTeO3,Re1 Te1 O3,"Full Formula (Re1 Te1 O3)
Reduced Formula: ReTeO3
abc   :   4.005481   4.005481   4.005481
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Re    0.5  0.5  0.5     0.045
  1  Te    0    0    0       0.023
  2  O     0.5  0.5  0       0.003
  3  O     0.5  0    0.5     0.002
  4  O     0    0.5  0.5     0.005",0.0,GGA Static
mp-1247323,ReWN3,Re1 W1 N3,"Full Formula (Re4 W4 N12)
Reduced Formula: ReWN3
abc   :   3.892727   8.048209   9.460464
angles: 101.113478 115.413878 102.013968
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Re    0.408164  0.556457  0.698675    -0
  1  Re    0.591836  0.443543  0.301325    -0
  2  Re    0.990319  0.123876  0.124612    -0
  3  Re    0.009681  0.876124  0.875388    -0
  4  W     0.675099  0.745729  0.538655     0.001
  5  W     0.324901  0.254271  0.461345     0.001
  6  W     0.1576    0.807595  0.169439     0.001
  7  W     0.8424    0.192405  0.830561     0.001
  8  N     0.147387  0.010497  0.329712    -0.001
  9  N     0.852613  0.989503  0.670288    -0.001
 10  N     0.748332  0.676574  0.951911    -0
 11  N     0.251668  0.323426  0.048089    -0
 12  N     0.426011  0.011758  0.120741    -0
 13  N     0.573989  0.988242  0.879259    -0
 14  N     0.107602  0.655642  0.490897    -0.001
 15  N     0.892398  0.344358  0.509103    -0.001
 16  N     0.023368  0.347567  0.272213    -0
 17  N     0.976632  0.652433  0.727787    -0
 18  N     0.472143  0.675839  0.279518    -0.001
 19  N     0.527857  0.324161  0.720482    -0.001",0.0,GGA Static
mp-1246660,RhWN3,Rh1 W1 N3,"Full Formula (Rh4 W4 N12)
Reduced Formula: RhWN3
abc   :   5.962714   6.475283  10.500254
angles: 101.034408 132.962517  88.384417
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rh    0.287795  0.1521    0.515838     0.038
  1  Rh    0.712205  0.8479    0.484162     0.038
  2  Rh    0.903773  0.775261  0.312198     0.029
  3  Rh    0.096227  0.224739  0.687802     0.029
  4  W     0.943791  0.984667  0.119878     0.001
  5  W     0.056209  0.015333  0.880122     0.001
  6  W     0.599746  0.328605  0.230643     0
  7  W     0.400254  0.671395  0.769357     0
  8  N     0.269996  0.915205  0.34382      0.002
  9  N     0.730004  0.084795  0.65618      0.002
 10  N     0.806727  0.82658   0.891897     0.002
 11  N     0.193273  0.17342   0.108103     0.002
 12  N     0.593986  0.815084  0.056351     0.002
 13  N     0.406014  0.184916  0.943649     0.002
 14  N     0.140008  0.755402  0.562108     0.004
 15  N     0.859992  0.244598  0.437892     0.004
 16  N     0.711487  0.24631   0.084089     0.004
 17  N     0.288513  0.75369   0.915911     0.004
 18  N     0.571685  0.610729  0.281524     0.002
 19  N     0.428315  0.389271  0.718476     0.002",0.0,GGA Static
mp-974337,RuPbO3,Ru1 Pb1 O3,"Full Formula (Ru1 Pb1 O3)
Reduced Formula: RuPbO3
abc   :   4.000143   4.000143   4.000143
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Ru    0    0    0       1.213
  1  Pb    0.5  0.5  0.5     0.024
  2  O     0    0    0.5     0.134
  3  O     0    0.5  0       0.134
  4  O     0.5  0    0       0.134",0.0,GGA Static
mp-1209117,SNF3,S1 N1 F3,"Full Formula (S4 N4 F12)
Reduced Formula: SNF3
abc   :   6.846457   7.619584   7.892592
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  S     0.25      0.001813  0.168756         0
  1  S     0.75      0.998187  0.831244         0
  2  S     0.75      0.501813  0.331244         0
  3  S     0.25      0.498187  0.668756         0
  4  N     0.25      0.62676   0.537421        -0
  5  N     0.75      0.37324   0.462579        -0
  6  N     0.75      0.12676   0.962579        -0
  7  N     0.25      0.87324   0.037421        -0
  8  F     0.080816  0.015649  0.305232        -0
  9  F     0.919184  0.984351  0.694768        -0
 10  F     0.919184  0.515649  0.194768        -0
 11  F     0.580816  0.984351  0.694768        -0
 12  F     0.080816  0.484351  0.805232        -0
 13  F     0.419184  0.015649  0.305232        -0
 14  F     0.419184  0.484351  0.805232        -0
 15  F     0.580816  0.515649  0.194768        -0
 16  F     0.25      0.206965  0.130054        -0
 17  F     0.75      0.793035  0.869946        -0
 18  F     0.75      0.706965  0.369946        -0
 19  F     0.25      0.293035  0.630054        -0",4.241053202709551,GGA Static
mp-734059,SNO3,S1 N1 O3,"Full Formula (S8 N8 O24)
Reduced Formula: SNO3
abc   :   8.178549   8.333178   9.319157
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (40)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  S     0.598106  0.337346  0.16649     -0.007
  1  S     0.098106  0.662654  0.33351     -0.007
  2  S     0.401894  0.162654  0.66649     -0.007
  3  S     0.901894  0.837346  0.83351     -0.007
  4  S     0.401894  0.662654  0.83351     -0.007
  5  S     0.901894  0.337346  0.66649     -0.007
  6  S     0.598106  0.837346  0.33351     -0.007
  7  S     0.098106  0.162654  0.16649     -0.007
  8  N     0.733983  0.451725  0.082497     1.057
  9  N     0.233983  0.548275  0.417503     1.057
 10  N     0.266017  0.048275  0.582497     1.057
 11  N     0.766017  0.951725  0.917503     1.057
 12  N     0.266017  0.548275  0.917503     1.057
 13  N     0.766017  0.451725  0.582497     1.057
 14  N     0.733983  0.951725  0.417503     1.057
 15  N     0.233983  0.048275  0.082497     1.057
 16  O     0.452606  0.439761  0.179685    -0.138
 17  O     0.952606  0.560239  0.320315    -0.138
 18  O     0.547394  0.060239  0.679685    -0.138
 19  O     0.047394  0.939761  0.820315    -0.138
 20  O     0.547394  0.560239  0.820315    -0.138
 21  O     0.047394  0.439761  0.679685    -0.138
 22  O     0.452606  0.939761  0.320315    -0.138
 23  O     0.952606  0.060239  0.179685    -0.138
 24  O     0.57213   0.195048  0.076663    -0.146
 25  O     0.07213   0.804952  0.423337    -0.146
 26  O     0.42787   0.304952  0.576663    -0.146
 27  O     0.92787   0.695048  0.923337    -0.146
 28  O     0.42787   0.804952  0.923337    -0.146
 29  O     0.92787   0.195048  0.576663    -0.146
 30  O     0.57213   0.695048  0.423337    -0.146
 31  O     0.07213   0.304952  0.076663    -0.146
 32  O     0.672251  0.297786  0.305087    -0.163
 33  O     0.172251  0.702214  0.194913    -0.163
 34  O     0.327749  0.202214  0.805087    -0.163
 35  O     0.827749  0.797786  0.694913    -0.163
 36  O     0.327749  0.702214  0.694913    -0.163
 37  O     0.827749  0.297786  0.805087    -0.163
 38  O     0.672251  0.797786  0.194913    -0.163
 39  O     0.172251  0.202214  0.305087    -0.163",0.0,GGA Static
mp-28109,SbAsO3,Sb1 As1 O3,"Full Formula (Sb4 As4 O12)
Reduced Formula: SbAsO3
abc   :  13.180791   4.582366   6.804263
angles:  53.127396  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sb    0.353998  0.673426  0.331586
  1  Sb    0.853998  0.326574  0.168414
  2  Sb    0.646002  0.326574  0.668414
  3  Sb    0.146002  0.673426  0.831586
  4  As    0.095522  0.776894  0.258264
  5  As    0.595522  0.223106  0.241736
  6  As    0.904478  0.223106  0.741736
  7  As    0.404478  0.776894  0.758264
  8  O     0.359601  0.148908  0.459462
  9  O     0.859601  0.851092  0.040538
 10  O     0.640399  0.851092  0.540538
 11  O     0.140399  0.148908  0.959462
 12  O     0.095848  0.482382  0.168095
 13  O     0.595848  0.517618  0.331905
 14  O     0.904152  0.517618  0.831905
 15  O     0.404152  0.482382  0.668095
 16  O     0.210044  0.633242  0.433334
 17  O     0.710044  0.366758  0.066666
 18  O     0.789956  0.366758  0.566666
 19  O     0.289956  0.633242  0.933334",3.5098999999999996,GGA Static
mp-1186920,SbAuO3,Sb1 Au1 O3,"Full Formula (Sb1 Au1 O3)
Reduced Formula: SbAuO3
abc   :   4.002397   4.002397   4.002397
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Sb    0.5  0.5  0.5    -0.001
  1  Au    0    0    0       0.052
  2  O     0.5  0.5  0       0.002
  3  O     0.5  0    0.5     0.018
  4  O     0    0.5  0.5     0.01",0.0,GGA Static
mp-626182,SbHO3,Sb1 H1 O3,"Full Formula (Sb4 H4 O12)
Reduced Formula: SbHO3
abc   :   7.360286   7.360286   7.360286
angles: 117.606643 117.606643  94.197945
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sb    0.875     0.625     0.75             0
  1  Sb    0.375     0.125     0.25             0
  2  Sb    0.875     0.125     0.75             0
  3  Sb    0.875     0.125     0.25             0
  4  H     0.692358  0.692358  0               -0
  5  H     0.307642  0.307642  0               -0
  6  H     0.057642  0.557642  0.5             -0
  7  H     0.442358  0.942358  0.5             -0
  8  O     0.811625  0.188375  0                0
  9  O     0.188375  0.811625  0                0
 10  O     0.188375  0.188375  0.376751         0
 11  O     0.811625  0.811625  0.623249         0
 12  O     0.789775  0.789775  0                0
 13  O     0.210225  0.210225  0                0
 14  O     0.938375  0.061625  0.5              0
 15  O     0.561625  0.438375  0.5              0
 16  O     0.561625  0.061625  0.123249         0
 17  O     0.938375  0.438375  0.876751         0
 18  O     0.960225  0.460225  0.5              0
 19  O     0.539775  0.039775  0.5              0",1.0685,GGA Static
mp-626218,SbHO3,Sb1 H1 O3,"Full Formula (Sb4 H4 O12)
Reduced Formula: SbHO3
abc   :   7.505388   7.262888   7.269138
angles:  62.190848  58.864013  58.948193
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sb    0.252158  0.252715  0.997949        -0
  1  Sb    0.752851  0.251989  0.997314         0
  2  Sb    0.252661  0.252177  0.497168        -0
  3  Sb    0.252077  0.752831  0.997797         0
  4  H     0.512686  0.84664   0.590176         0
  5  H     0.846559  0.512614  0.050681        -0
  6  H     0.199336  0.659854  0.403411         0
  7  H     0.659841  0.199442  0.737353        -0
  8  O     0.351164  0.914105  0.659895        -0
  9  O     0.914076  0.351112  0.074882         0
 10  O     0.943003  0.942958  0.057017         0
 11  O     0.317597  0.317637  0.68236          0
 12  O     0.307096  0.941367  0.068366         0
 13  O     0.94135   0.307076  0.683179        -0
 14  O     0.175141  0.590092  0.335885        -0
 15  O     0.590074  0.175145  0.898869        -0
 16  O     0.567647  0.567603  0.932393         0
 17  O     0.192976  0.192972  0.307           -0
 18  O     0.181651  0.566825  0.942893         0
 19  O     0.56681   0.181601  0.308658         0",1.1867,GGA Static
mp-757111,SbOF3,Sb1 O1 F3,"Full Formula (Sb4 O4 F12)
Reduced Formula: SbOF3
abc   :   6.738797   7.739073   8.429647
angles:  98.503794 111.443937 109.896000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sb    0.513851  0.519137  0.208205         0
  1  Sb    0.336961  0.111985  0.394302        -0
  2  Sb    0.663039  0.888015  0.605698        -0
  3  Sb    0.486149  0.480863  0.791795         0
  4  O     0.599904  0.767824  0.364699         0
  5  O     0.472586  0.348733  0.349181         0
  6  O     0.527414  0.651267  0.650819         0
  7  O     0.400096  0.232176  0.635301         0
  8  F     0.555124  0.67396   0.02618         -0
  9  F     0.289751  0.943267  0.183537         0
 10  F     0.190076  0.458754  0.08608         -0
 11  F     0.827713  0.553515  0.272644         0
 12  F     0.989484  0.955459  0.697652         0
 13  F     0.679474  0.122496  0.508229         0
 14  F     0.320526  0.877503  0.491771         0
 15  F     0.010516  0.044541  0.302348         0
 16  F     0.172287  0.446485  0.727356         0
 17  F     0.809924  0.541246  0.91392         -0
 18  F     0.710249  0.056733  0.816463         0
 19  F     0.444876  0.32604   0.97382         -0",2.5195,GGA Static
mp-758096,SbOF3,Sb1 O1 F3,"Full Formula (Sb4 O4 F12)
Reduced Formula: SbOF3
abc   :   9.311850   9.311850   3.775778
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sb    0.369865  0.130135  0.757506        -0
  1  Sb    0.869865  0.369865  0.242494        -0
  2  Sb    0.130135  0.630135  0.242494        -0
  3  Sb    0.630135  0.869865  0.757506        -0
  4  O     0.389189  0.110811  0.257522         0
  5  O     0.889189  0.389189  0.742478         0
  6  O     0.110811  0.610811  0.742478         0
  7  O     0.610811  0.889189  0.257522         0
  8  F     0.593554  0.093554  0.757602         0
  9  F     0.168952  0.106884  0.756052         0
 10  F     0.893116  0.168952  0.243948         0
 11  F     0.393116  0.331048  0.756052         0
 12  F     0.668952  0.393116  0.243948         0
 13  F     0.093554  0.406446  0.242398         0
 14  F     0.906446  0.593554  0.242398         0
 15  F     0.331048  0.606884  0.243948         0
 16  F     0.606884  0.668952  0.756052         0
 17  F     0.106884  0.831048  0.243948         0
 18  F     0.831048  0.893116  0.756052         0
 19  F     0.406446  0.906446  0.757602         0",1.9230999999999998,GGA Static
mp-761759,SbOF3,Sb1 O1 F3,"Full Formula (Sb4 O4 F12)
Reduced Formula: SbOF3
abc   :   5.588086   7.501812   9.484394
angles:  67.282625  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sb    0.074799  0.689751  0.506147         0
  1  Sb    0.574799  0.310249  0.993853         0
  2  Sb    0.425201  0.689751  0.006147         0
  3  Sb    0.925201  0.310249  0.493853         0
  4  O     0.274357  0.462653  0.990366         0
  5  O     0.774357  0.537347  0.509634         0
  6  O     0.225643  0.462653  0.490366         0
  7  O     0.725643  0.537347  0.009634         0
  8  F     0.533425  0.905191  0.837098        -0
  9  F     0.966575  0.905191  0.337098         0
 10  F     0.363483  0.820834  0.50961          0
 11  F     0.990747  0.697861  0.696702        -0
 12  F     0.136517  0.820834  0.00961          0
 13  F     0.509253  0.697861  0.196702        -0
 14  F     0.490747  0.302139  0.803298        -0
 15  F     0.863483  0.179166  0.99039          0
 16  F     0.009253  0.302139  0.303298        -0
 17  F     0.636517  0.179166  0.49039          0
 18  F     0.033425  0.094809  0.662902         0
 19  F     0.466575  0.094809  0.162902        -0",2.5716,GGA Static
mp-1101381,SbOF3,Sb1 O1 F3,"Full Formula (Sb1 O1 F3)
Reduced Formula: SbOF3
abc   :   5.318809   5.318809   5.318809
angles: 138.066219 134.220020  63.811023
pbc   :       True       True       True
Sites (5)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  Sb    0         0         0          -0
  1  O     0         0.5       0.5         0
  2  F     0.790661  0.790661  0           0
  3  F     0.5       0         0.5         0
  4  F     0.209339  0.209339  0           0",1.4495,GGA Static
mp-1246386,SbPb3N,Sb1 Pb3 N1,"Full Formula (Sb2 Pb6 N2)
Reduced Formula: SbPb3N
abc   :   7.223171   7.223171   7.223171
angles:  93.270719 116.895453 119.378858
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Sb    0.002844  0.75      0.752844        -0
  1  Sb    0.997156  0.25      0.247156        -0
  2  Pb    0.5       0.289389  0.289389        -0
  3  Pb    0         0.210611  0.710611        -0
  4  Pb    0.5       0.710611  0.710611        -0
  5  Pb    0         0.789389  0.289389        -0
  6  Pb    0.567726  0.25      0.817726        -0
  7  Pb    0.432274  0.75      0.182274        -0
  8  N     0.5       0.5       0                0
  9  N     0.5       0         0.5              0",0.0,GGA Static
mp-1186948,SbPbO3,Sb1 Pb1 O3,"Full Formula (Sb1 Pb1 O3)
Reduced Formula: SbPbO3
abc   :   4.216556   4.216556   4.216556
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Sb    0.5  0.5  0.5         0
  1  Pb    0    0    0           0
  2  O     0.5  0.5  0           0
  3  O     0.5  0    0.5         0
  4  O     0    0.5  0.5         0",0.0,GGA Static
mp-1186927,SbPdO3,Sb1 Pd1 O3,"Full Formula (Sb1 Pd1 O3)
Reduced Formula: SbPdO3
abc   :   3.993415   3.993415   3.993415
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Sb    0.5  0.5  0.5    -0.011
  1  Pd    0    0    0       0.878
  2  O     0.5  0.5  0       0.056
  3  O     0.5  0    0.5     0.11
  4  O     0    0.5  0.5     0.067",0.0,GGA Static
mp-973269,SbTeO3,Sb1 Te1 O3,"Full Formula (Sb1 Te1 O3)
Reduced Formula: SbTeO3
abc   :   4.173120   4.173120   4.173120
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Sb    0    0    0      -0
  1  Te    0.5  0.5  0.5    -0.005
  2  O     0    0    0.5    -0.001
  3  O     0    0.5  0      -0
  4  O     0.5  0    0      -0",0.0,GGA Static
mp-4079,Sc3AlC,Sc3 Al1 C1,"Full Formula (Sc3 Al1 C1)
Reduced Formula: Sc3AlC
abc   :   4.509493   4.509493   4.509493
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a    b    c
---  ----  ----  ---  ---
  0  Sc     0    0.5  0.5
  1  Sc     0.5  0.5  0
  2  Sc     0.5  0    0.5
  3  Al    -0    0    0
  4  C      0.5  0.5  0.5",0.0,GGA Static
mp-10133,Sc3BPb,Sc3 B1 Pb1,"Full Formula (Sc3 B1 Pb1)
Reduced Formula: Sc3BPb
abc   :   4.677929   4.677929   4.677929
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Sc     0.5  -0     0.5
  1  Sc    -0     0.5   0.5
  2  Sc     0.5   0.5  -0
  3  B      0.5   0.5   0.5
  4  Pb    -0    -0    -0",0.0,GGA Static
mp-8577,Sc3GaC,Sc3 Ga1 C1,"Full Formula (Sc3 Ga1 C1)
Reduced Formula: Sc3GaC
abc   :   4.474324   4.474324   4.474324
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Sc     0.5  -0     0.5
  1  Sc    -0     0.5   0.5
  2  Sc     0.5   0.5  -0
  3  Ga     0     0     0
  4  C      0.5   0.5   0.5",0.0,GGA Static
mp-19726,Sc3InB,Sc3 In1 B1,"Full Formula (Sc3 In1 B1)
Reduced Formula: Sc3InB
abc   :   4.688983   4.688983   4.688983
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Sc    0    0.5  0.5         0
  1  Sc    0.5  0.5  0          -0
  2  Sc    0.5  0    0.5        -0
  3  In    0    0    0          -0
  4  B     0.5  0.5  0.5         0",0.0,GGA Static
mp-8578,Sc3InC,Sc3 In1 C1,"Full Formula (Sc3 In1 C1)
Reduced Formula: Sc3InC
abc   :   4.550618   4.550618   4.550624
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Sc     0.5   0     0.5
  1  Sc     0     0.5   0.5
  2  Sc     0.5   0.5   0
  3  In    -0    -0    -0
  4  C      0.5   0.5   0.5",0.0,GGA Static
mp-31055,Sc3InN,Sc3 In1 N1,"Full Formula (Sc3 In1 N1)
Reduced Formula: Sc3InN
abc   :   4.464455   4.464458   4.464458
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Sc     0.5   0.5   0
  1  Sc     0.5   0     0.5
  2  Sc    -0     0.5   0.5
  3  In     0    -0    -0
  4  N      0.5   0.5   0.5",0.0,GGA Static
mp-21035,Sc3PbC,Sc3 Pb1 C1,"Full Formula (Sc3 Pb1 C1)
Reduced Formula: Sc3PbC
abc   :   4.554072   4.554072   4.554072
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Sc     0     0.5   0.5
  1  Sc     0.5   0.5   0
  2  Sc     0.5   0     0.5
  3  Pb    -0    -0    -0
  4  C      0.5   0.5   0.5",0.0,GGA Static
mp-10139,Sc3SnB,Sc3 Sn1 B1,"Full Formula (Sc3 Sn1 B1)
Reduced Formula: Sc3SnB
abc   :   4.653968   4.653968   4.653968
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Sc    0.5  0    0.5
  1  Sc    0    0.5  0.5
  2  Sc    0.5  0.5  0
  3  Sn    0    0    0
  4  B     0.5  0.5  0.5",0.0,GGA Static
mp-16297,Sc3SnC,Sc3 Sn1 C1,"Full Formula (Sc3 Sn1 C1)
Reduced Formula: Sc3SnC
abc   :   4.530277   4.530277   4.530277
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a     b    c
---  ----  ---  ----  ---
  0  Sc    0     0.5  0.5
  1  Sc    0.5   0.5  0
  2  Sc    0.5   0    0.5
  3  Sn    0    -0    0
  4  C     0.5   0.5  0.5",0.0,GGA Static
mp-10140,Sc3TlB,Sc3 Tl1 B1,"Full Formula (Sc3 Tl1 B1)
Reduced Formula: Sc3TlB
abc   :   4.690238   4.690238   4.690238
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Sc    0    0.5  0.5        -0
  1  Sc    0.5  0    0.5        -0
  2  Sc    0.5  0.5  0          -0
  3  Tl    0    0    0          -0
  4  B     0.5  0.5  0.5         0",0.0,GGA Static
mp-4230,Sc3TlC,Sc3 Tl1 C1,"Full Formula (Sc3 Tl1 C1)
Reduced Formula: Sc3TlC
abc   :   4.544208   4.544208   4.544208
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Sc    -0     0.5   0.5
  1  Sc     0.5   0.5  -0
  2  Sc     0.5  -0     0.5
  3  Tl    -0     0    -0
  4  C      0.5   0.5   0.5",0.0,GGA Static
mp-776150,ScAgO3,Sc1 Ag1 O3,"Full Formula (Sc2 Ag2 O6)
Reduced Formula: ScAgO3
abc   :   6.488969   6.488969   3.220464
angles:  90.000000  90.000000 103.216104
pbc   :       True       True       True
Sites (10)
  #  SP           a         b    c    magmom
---  ----  --------  --------  ---  --------
  0  Sc    0         0.5       0.5         0
  1  Sc    0.5       0         0.5         0
  2  Ag    0         0         0          -0
  3  Ag    0.5       0.5       0          -0
  4  O     0.035741  0.312862  0           0
  5  O     0.312862  0.035741  0           0
  6  O     0.363754  0.636246  0.5        -0
  7  O     0.636246  0.363754  0.5        -0
  8  O     0.964259  0.687138  0           0
  9  O     0.687138  0.964259  0           0",0.36119999999999997,GGA Static
